No,ID,CG,Depth_m,qc_MPa,fs_kPa,u_kPa,Other,qt_MPa,Rf_p,SBT,Ic,gamma_kNm3,sv_kPa,u0_kPa,du_kPa,slv0_kPa,Qt1,Fr_p,Bq,SBTn,n,Cn,Icn,Qtn,U2,IB,MSBTn,KG,EST
864,8,2,19.93,18.08,181,202.87,0,18.42,1.05,6,1.73,19,378.57,185.65,17.22,192.92,93.54,1.07,0,6,0.66,0.65,1.88,116.81,0.09,65.14,7,356.5640411,1
865,8,2,20,21.34,236,208.36,0,21.03,1.1,6,1.71,19,380,186.39,21.97,193.61,106.67,1.12,0,6,0.65,0.65,1.85,134.33,0.1,65.37,7,381.2038571,1
866,8,2,21.15,11.24,87.9,203.67,0,11.67,0.76,6,1.79,19,401.85,197.67,6,204.18,55.2,0.79,0,6,0.71,0.6,1.98,68.01,0.03,63.01,7,269.7473,0
867,8,2,21.25,13.21,100.6,209.54,0,12.9,0.77,6,1.76,19,403.75,198.65,10.89,205.1,60.92,0.79,0,6,0.69,0.61,1.94,75.95,0.05,66.12,7,278.5629538,0
868,8,2,21.27,12.77,94.1,211.31,0,12.68,0.74,6,1.75,19,404.23,198.9,12.41,205.33,59.79,0.76,0,6,0.69,0.61,1.94,74.6,0.05,66.68,7,274.8410796,0
869,8,2,21.38,11.11,76.08,203.24,0,11.3,0.68,6,1.77,19,406.13,199.88,3.36,206.25,52.83,0.71,0,6,0.7,0.6,1.97,65.44,0.02,64.8,7,258.7676568,0
870,8,2,21.55,13.15,111,221.8,0,12.94,0.83,6,1.78,19,409.45,201.6,20.2,207.85,60.3,0.85,0,6,0.7,0.6,1.97,74.89,0.09,63.39,7,286.315855,0
871,8,2,21.77,13.25,126,216.95,0,13.36,0.95,6,1.81,19,413.73,203.8,13.15,209.92,61.68,0.98,0,6,0.72,0.59,2,76.1,0.07,59.43,7,300.9996689,0
872,8,2,21.8,13.46,125,219.74,0,13.47,0.93,6,1.8,19,414.2,204.05,15.69,210.15,62.13,0.96,0,6,0.71,0.59,1.99,76.87,0.08,60.35,7,299.4643895,0
873,8,2,22.02,8.4,74.84,210.03,0,8.89,0.86,6,1.91,19,418.48,206.26,3.77,212.22,39.91,0.9,0,5,0.77,0.56,2.14,47.33,0.02,50.91,7,251.6980805,0
874,8,2,22.15,9.91,91.6,241.23,0,9.99,0.88,6,1.88,19,420.85,207.48,33.75,213.37,44.83,0.92,0,5,0.76,0.56,2.1,53.84,0.18,53.42,7,263.54593,0
875,8,2,22.18,11.14,92.6,267.32,0,10.7,0.86,6,1.85,19,421.32,207.73,59.59,213.6,48.13,0.9,0.01,5,0.75,0.57,2.07,58.4,0.26,55.85,7,269.67281,0
876,8,2,22.25,11.8,103.6,276.54,0,11.93,0.89,6,1.82,19,422.75,208.46,68.08,214.29,53.7,0.92,0.01,6,0.73,0.57,2.03,65.88,0.31,57.99,7,280.6032638,0
877,8,2,22.75,6.31,54.4,192.08,0,6.71,0.97,6,2.04,19,432.25,213.37,-21.29,218.88,28.69,1.04,0,5,0.84,0.52,2.32,32.47,-0.07,40.97,6,238.3083401,0
878,8,2,22.77,4.3,32.4,192.61,0,5.06,0.84,5,2.11,19,432.73,213.61,-21,219.11,21.12,0.92,0,5,0.88,0.5,2.41,23.21,-0.08,36.34,6,207.6270247,0
879,8,2,23.13,1.22,11.13,788.14,0,1.4,0.8,4,2.59,19,439.38,217.05,571.09,222.33,4.31,1.16,0.59,3,1,0.45,3.11,4.31,2.53,19.07,1,142.5231715,0
880,8,2,23.15,1.2,11.07,799.71,0,1.37,0.81,4,2.6,19,439.85,217.29,582.42,222.56,4.19,1.19,0.64,3,1,0.45,3.13,4.19,2.69,18.92,1,143.1159516,0
881,8,2,23.18,1.11,11.02,861.61,0,1.35,0.82,4,2.6,19,440.32,217.54,644.07,222.79,4.1,1.21,0.69,3,1,0.45,3.14,4.1,2.83,18.81,1,142.5986512,0
882,8,2,23.3,1.12,11.94,908.5,0,1.41,0.85,4,2.59,19,442.7,218.76,689.74,223.94,4.33,1.24,0.71,3,1,0.45,3.12,4.33,3.07,19.01,1,144.8416447,0
883,8,2,23.38,1.44,12.54,896.72,0,1.49,0.83,5,2.57,19,444.13,219.5,677.22,224.63,4.67,1.18,0.66,3,1,0.45,3.08,4.67,3.06,19.43,1,145.7186656,0
884,8,2,23.93,1.16,19.92,1021.61,0,1.97,0.82,5,2.46,19,454.57,224.89,796.72,229.68,6.62,1.06,0.5,4,1,0.44,2.93,6.62,3.29,21.57,1,156.5564689,0
885,8,2,24.57,1.08,10.57,772.66,0,1.27,0.83,4,2.63,19,466.93,231.27,541.39,235.65,3.42,1.31,0.68,3,1,0.42,3.23,3.42,2.31,18.01,1,139.4912946,0
886,8,2,24.82,1.02,10.5,845.52,0,1.23,0.85,4,2.65,19,471.68,233.72,611.8,237.95,3.2,1.38,0.81,3,1,0.42,3.26,3.2,2.58,17.74,1,137.8446798,0
887,8,2,24.9,1.02,10.53,847,0,1.24,0.85,4,2.65,19,473.1,234.46,612.54,238.64,3.21,1.38,0.81,3,1,0.42,3.26,3.21,2.59,17.75,1,138.1676273,0
888,8,2,25.1,1.07,10.5,832.42,0,1.28,0.82,4,2.62,19,476.9,236.42,596,240.48,3.35,1.3,0.74,3,1,0.42,3.23,3.35,2.49,17.95,1,137.3444551,0
889,8,2,25.65,1.05,10.66,899.18,0,1.28,0.83,4,2.63,19,487.35,241.82,657.36,245.53,3.22,1.35,0.83,3,1,0.41,3.25,3.22,2.68,17.79,1,136.7475106,0
890,8,2,25.82,1.05,10.62,903.87,0,1.28,0.83,4,2.63,19,490.68,243.53,660.34,247.14,3.2,1.35,0.84,3,1,0.4,3.26,3.2,2.68,17.76,1,137.8446798,0
891,8,2,26,1.06,10.63,908.01,0,1.3,0.82,4,2.62,19,494,245.25,662.76,248.75,3.25,1.32,0.82,3,1,0.4,3.25,3.25,2.65,17.83,1,137.7019359,0
892,8,2,26.07,1.1,10.63,884.06,0,1.32,0.81,4,2.61,19,495.43,245.99,638.07,249.44,3.3,1.29,0.78,3,1,0.4,3.24,3.3,2.58,17.9,1,137.5349203,0
893,8,2,26.75,1.07,10.47,947.94,0,1.31,0.8,4,2.61,19,508.25,252.61,695.33,255.64,3.15,1.3,0.86,3,1,0.39,3.26,3.15,2.73,17.75,1,136.2261368,0
894,8,2,26.88,1.1,10.47,985.71,0,1.33,0.79,4,2.6,19,510.63,253.83,731.88,256.79,3.21,1.27,0.88,3,1,0.39,3.25,3.21,2.82,17.83,1,136.4288755,0
895,8,2,26.98,1.1,10.55,984.09,0,1.36,0.78,4,2.59,19,512.52,254.81,729.28,257.71,3.27,1.25,0.87,3,1,0.39,3.24,3.27,2.85,17.92,1,136.5961126,0
896,8,2,27.02,1.12,10.58,1003.76,0,1.37,0.77,5,2.59,19,513.48,255.31,748.45,258.17,3.32,1.23,0.85,3,1,0.39,3.23,3.32,2.84,17.97,1,136.4209558,0
897,8,2,27.68,1.13,10.43,1003.27,0,1.38,0.76,5,2.58,19,525.83,261.68,741.59,264.14,3.23,1.22,0.87,3,1,0.38,3.24,3.23,2.8,17.9,1,135.3410112,0
898,8,2,27.73,1.13,10.43,1005.03,0,1.39,0.75,5,2.58,19,526.77,262.17,742.86,264.6,3.25,1.21,0.87,3,1,0.38,3.23,3.25,2.82,17.92,1,134.2579606,0
899,8,2,27.88,1.15,10.45,1023.97,0,1.41,0.74,5,2.57,19,529.63,263.64,760.33,265.98,3.29,1.19,0.87,3,1,0.38,3.22,3.29,2.85,17.98,1,133.7902449,0
900,8,2,28.25,1.15,10.42,1035.54,0,1.41,0.74,5,2.57,19,536.75,267.32,768.22,269.43,3.23,1.2,0.88,3,1,0.37,3.23,3.23,2.86,17.91,1,133.6378306,0
901,8,2,28.52,1.14,10.46,1019.75,0,1.39,0.75,5,2.58,19,541.98,270.02,749.73,271.95,3.11,1.23,0.89,3,1,0.37,3.25,3.11,2.76,17.76,1,133.2287082,0
902,8,2,28.57,1.14,10.43,1018.02,0,1.4,0.75,5,2.58,19,542.92,270.51,747.51,272.41,3.13,1.22,0.88,3,1,0.37,3.25,3.13,2.75,17.78,1,133.8707753,0
903,8,2,28.7,1.14,10.41,1034.02,0,1.39,0.75,5,2.57,19,545.3,271.74,762.28,273.56,3.11,1.23,0.9,3,1,0.37,3.25,3.11,2.8,17.76,1,133.2287082,0
904,8,2,29.27,1.17,10.56,1123.64,0,1.45,0.73,5,2.55,19,556.23,277.38,846.26,278.85,3.21,1.18,0.95,3,1,0.36,3.23,3.21,3.04,17.9,1,133.0167399,0
905,8,2,29.43,1.24,10.67,1161.6,0,1.55,0.69,5,2.52,19,559.08,278.85,882.75,280.23,3.53,1.08,0.89,3,1,0.36,3.18,3.53,3.14,18.33,1,134.0783184,0
906,8,2,29.75,1.26,10.83,1194.66,0,1.58,0.69,5,2.51,19,565.25,282.04,912.62,283.21,3.59,1.07,0.9,3,1,0.35,3.17,3.59,3.23,18.41,1,134.0751717,0
907,8,2,29.93,1.45,10.89,1202.64,0,1.7,0.64,5,2.47,19,568.58,283.75,918.89,284.82,3.96,0.96,0.81,3,1,0.35,3.11,3.96,3.23,18.92,1,133.7515781,0
908,8,2,29.95,1.37,10.83,1205.85,0,1.7,0.64,5,2.47,19,569.05,284,921.85,285.05,3.96,0.96,0.81,3,1,0.35,3.11,3.96,3.22,18.92,1,133.7515781,0
909,8,2,30.15,1.34,10.82,1224.19,0,1.62,0.66,5,2.49,19,572.85,285.96,938.23,286.89,3.67,1.03,0.9,3,1,0.35,3.16,3.67,3.28,18.53,1,134.5944256,0
910,8,2,30.23,1.29,10.83,1228.8,0,1.59,0.68,5,2.5,19,574.27,286.7,942.1,287.58,3.55,1.06,0.92,3,1,0.35,3.17,3.55,3.25,18.37,1,132.9531986,0
911,8,2,30.35,1.38,10.68,1192.7,0,1.68,0.64,5,2.47,19,576.65,287.92,904.78,288.73,3.81,0.97,0.82,3,1,0.35,3.13,3.81,3.12,18.74,1,133.2665813,0
912,8,2,30.5,1.29,10.71,1182.89,0,1.59,0.67,5,2.5,19,579.5,289.39,893.5,290.11,3.49,1.06,0.86,3,1,0.34,3.18,3.49,3.01,18.31,1,132.9372209,0
913,8,2,30.75,1.36,10.99,1175.97,0,1.66,0.66,5,2.48,19,584.25,291.85,884.12,292.4,3.69,1.01,0.82,3,1,0.34,3.15,3.69,3.03,18.57,1,133.4434618,0
914,8,2,31.7,1.26,10.65,1199.55,0,1.57,0.68,5,2.51,19,602.3,301.17,898.38,301.13,3.2,1.1,0.94,3,1,0.33,3.22,3.2,2.99,17.95,1,131.0358134,0
915,8,2,32.13,1.26,10.63,1209.18,0,1.57,0.68,5,2.51,19,610.38,305.34,903.84,305.04,3.13,1.11,0.94,3,1,0.33,3.23,3.13,2.95,17.87,1,130.5226187,0
916,8,2,32.23,1.25,10.68,1208.32,0,1.55,0.69,5,2.52,19,612.27,306.32,902,305.96,3.07,1.14,0.96,3,1,0.33,3.24,3.07,2.95,17.79,1,130.281067,0
917,8,2,32.38,1.26,10.66,1222.08,0,1.56,0.68,5,2.51,19,615.13,307.79,914.29,307.34,3.08,1.13,0.97,3,1,0.33,3.24,3.08,2.98,17.8,1,130.5992138,0
918,8,2,32.45,1.26,10.64,1229.09,0,1.57,0.68,5,2.51,19,616.55,308.52,920.57,308.03,3.11,1.11,0.96,3,1,0.32,3.24,3.11,2.98,17.85,1,131.5521096,0
919,8,2,32.67,1.25,10.54,1223.11,0,1.56,0.68,5,2.51,19,620.83,310.73,912.38,310.09,3.01,1.13,0.98,3,1,0.32,3.25,3.01,2.94,17.73,1,130.0027074,0
920,8,2,32.98,1.26,10.57,1236.94,0,1.58,0.67,5,2.51,19,626.52,313.67,923.27,312.85,3.05,1.11,0.97,3,1,0.32,3.24,3.05,2.96,17.78,1,129.6439948,0
921,8,2,33.2,1.25,10.52,1236.45,0,1.56,0.67,5,2.51,19,630.8,315.88,920.57,314.92,2.96,1.13,0.99,3,1,0.32,3.26,2.96,2.92,17.67,1,130.0158527,0
922,8,2,33.38,1.24,10.52,1216.12,0,1.55,0.68,5,2.52,19,634.13,317.6,898.52,316.53,2.9,1.15,0.98,3,1,0.32,3.27,2.9,2.85,17.59,1,129.6659731,0
923,8,2,34,1.33,10.67,1305.22,0,1.65,0.65,5,2.48,19,646,323.73,981.49,322.27,3.11,1.06,0.96,3,1,0.31,3.23,3.11,2.99,17.89,1,129.89661,0
924,8,2,34.1,1.32,10.62,1265,0,1.63,0.65,5,2.49,19,647.9,324.71,940.29,323.19,3.05,1.08,0.96,3,1,0.31,3.24,3.05,2.92,17.81,1,129.6439948,0
925,8,2,34.45,1.33,10.65,1305.92,0,1.66,0.64,5,2.48,19,654.55,328.14,977.78,326.41,3.07,1.06,0.98,3,1,0.31,3.23,3.07,3.01,17.84,1,128.6415626,0
926,8,2,34.95,1.34,10.68,1332.39,0,1.67,0.64,5,2.48,19,664.05,333.05,999.34,331,3.04,1.06,0.99,3,1,0.3,3.24,3.04,3.01,17.8,1,129.3250673,0
927,8,2,35,1.35,10.7,1304.24,0,1.68,0.63,5,2.47,19,665,333.54,970.7,331.46,3.07,1.05,0.96,3,1,0.3,3.23,3.07,2.96,17.85,1,128.6415626,0
928,8,2,35.25,1.35,10.68,1322.58,0,1.68,0.64,5,2.47,19,669.75,335.99,986.59,333.76,3.03,1.06,0.98,3,1,0.3,3.24,3.03,2.97,17.8,1,129.0058773,0
929,8,2,35.65,1.35,10.64,1348.48,0,1.69,0.63,5,2.47,19,677.35,339.92,1008.56,337.43,2.99,1.06,0.99,3,1,0.3,3.24,2.99,2.97,17.75,1,127.726472,0
930,8,2,35.88,1.37,10.63,1345.56,0,1.7,0.64,5,2.47,19,681.63,342.12,1003.44,339.5,3,1.06,0.99,3,1,0.29,3.24,3,2.96,17.76,1,128.0467224,0
931,8,2,36.55,1.38,10.69,1356.19,0,1.72,0.62,5,2.46,19,694.45,348.75,1007.44,345.7,2.98,1.04,0.98,3,1,0.29,3.24,2.98,2.93,17.75,1,127.4059538,0
932,8,2,36.63,1.39,10.69,1369.08,0,1.73,0.62,5,2.45,19,695.88,349.48,1019.6,346.39,3,1.03,0.98,3,1,0.29,3.24,3,2.95,17.79,1,128.0467224,0
933,8,2,36.75,1.41,10.7,1386.94,0,1.75,0.61,5,2.45,19,698.25,350.71,1036.23,347.54,3.03,1.02,0.98,3,1,0.29,3.23,3.03,2.97,17.83,1,127.3824204,0
934,8,2,37.6,1.43,10.72,1425.2,0,1.79,0.6,5,2.44,19,714.4,359.05,1066.15,355.35,3.02,1,1,1,1,0.28,3.23,3.02,3.01,17.83,1,127.0669871,0
935,8,2,37.7,1.42,10.7,1441.78,0,1.78,0.6,5,2.44,19,716.3,360.03,1081.75,356.27,2.98,1.01,1.01,1,1,0.28,3.24,2.98,3.03,17.78,1,127.4059538,0
936,8,2,37.88,1.45,10.71,1488.96,0,1.82,0.59,5,2.43,19,719.63,361.74,1127.22,357.88,3.07,0.97,1.01,1,1,0.28,3.22,3.07,3.1,17.91,1,127.0226903,0
937,8,2,38.02,1.48,10.71,1445.62,0,1.83,0.59,5,2.42,19,722.48,363.22,1082.4,359.26,3.09,0.97,0.98,1,1,0.28,3.22,3.09,3.03,17.93,1,127.6428183,0
938,8,2,38.23,1.47,10.75,1476.75,0,1.84,0.58,5,2.42,19,726.27,365.18,1111.57,361.1,3.09,0.96,1,1,1,0.28,3.21,3.09,3.09,17.93,1,126.0365146,0
939,8,2,38.3,1.46,10.75,1483.86,0,1.83,0.59,5,2.42,19,727.7,365.91,1117.95,361.79,3.05,0.97,1.01,1,1,0.28,3.22,3.05,3.08,17.88,1,126.4015515,0
940,8,2,38.92,1.52,10.89,1482.24,0,1.89,0.58,5,2.41,19,739.58,372.04,1110.2,367.53,3.13,0.95,0.97,1,1,0.27,3.21,3.13,3.03,17.99,1,127.2582007,0
941,8,2,39.05,1.51,10.83,1440.29,0,1.88,0.58,5,2.41,19,741.95,373.27,1067.02,368.68,3.08,0.96,0.95,1,1,0.27,3.21,3.08,2.93,17.93,1,125.7304768,0
942,8,2,39.08,1.51,10.81,1439.9,0,1.88,0.58,5,2.41,19,742.42,373.52,1066.38,368.91,3.07,0.96,0.95,1,1,0.27,3.22,3.07,2.92,17.92,1,127.0226903,0
943,8,2,39.27,1.53,10.99,1513.82,0,1.91,0.58,5,2.4,19,746.23,375.48,1138.34,370.75,3.13,0.95,0.99,1,1,0.27,3.21,3.13,3.09,17.99,1,127.2582007,0
944,8,2,39.45,1.59,11.1,1549,0,1.98,0.56,5,2.39,19,749.55,377.19,1171.81,372.36,3.29,0.9,0.95,1,1,0.27,3.18,3.29,3.14,18.22,1,127.1816482,0
945,8,2,39.88,1.72,11.32,1581.52,0,2.03,0.55,5,2.37,19,757.63,381.36,1200.16,376.26,3.39,0.88,0.95,1,1,0.27,3.16,3.39,3.22,18.34,1,126.8169485,0
946,8,2,40.15,1.5,10.8,1496.39,0,1.87,0.58,5,2.41,19,762.85,384.06,1112.33,378.79,2.93,0.97,1,1,1,0.26,3.24,2.93,2.94,17.75,1,125.7993046,0
947,8,2,40.45,1.53,10.91,1526.63,0,1.92,0.57,5,2.4,19,768.55,387,1139.63,381.55,3.01,0.95,0.99,1,1,0.26,3.22,3.01,2.99,17.85,1,125.1562082,0
948,8,2,40.52,1.61,11.2,1530.46,0,1.99,0.56,5,2.38,19,769.98,387.74,1142.72,382.23,3.19,0.91,0.93,1,1,0.26,3.19,3.19,2.96,18.09,1,125.8550184,0
949,8,2,40.6,1.57,10.94,1512.72,0,1.99,0.55,5,2.38,19,771.4,388.48,1124.24,382.92,3.19,0.9,0.92,1,1,0.26,3.19,3.19,2.95,18.1,1,125.8550184,0
950,8,2,40.7,1.56,10.86,1563.13,0,1.95,0.56,5,2.39,19,773.3,389.46,1173.67,383.84,3.06,0.93,0.99,1,1,0.26,3.21,3.06,3.03,17.93,1,125.1176547,0
951,8,2,41.02,1.53,10.89,1480.62,0,1.91,0.57,5,2.4,19,779.48,392.65,1087.97,386.83,2.91,0.97,0.98,1,1,0.26,3.24,2.91,2.85,17.73,1,125.1547298,0
952,8,2,41.08,1.55,10.89,1480.56,0,1.92,0.57,5,2.4,19,780.42,393.14,1087.42,387.29,2.94,0.96,0.96,1,1,0.26,3.23,2.94,2.82,17.77,1,124.5340245,0
953,8,2,41.1,1.55,10.89,1480.82,0,1.93,0.57,5,2.4,19,780.9,393.38,1087.44,387.52,2.96,0.95,0.96,1,1,0.26,3.23,2.96,2.85,17.8,1,125.1688634,0
954,8,2,41.13,1.55,10.88,1513.39,0,1.93,0.56,5,2.4,19,781.38,393.63,1119.76,387.75,2.96,0.95,0.97,1,1,0.26,3.23,2.96,2.88,17.79,1,125.1688634,0
955,8,2,41.27,1.52,10.83,1552.09,0,1.91,0.57,5,2.4,19,784.23,395.1,1156.99,389.13,2.89,0.96,1.03,1,1,0.26,3.24,2.89,2.97,17.71,1,124.5090465,0
956,8,2,42.2,1.61,11.03,1586.38,0,2.01,0.55,5,2.38,19,801.8,404.17,1182.21,397.63,3.03,0.91,0.97,1,1,0.25,3.21,3.03,2.95,17.91,1,124.1965399,0
957,8,2,42.5,1.61,10.91,1567.34,0,2,0.55,5,2.38,19,807.5,407.12,1160.22,400.38,2.99,0.91,0.97,1,1,0.25,3.22,2.99,2.88,17.86,1,124.5319867,0
958,8,2,42.55,1.61,10.95,1548.67,0,1.99,0.55,5,2.38,19,808.45,407.61,1141.06,400.84,2.95,0.93,0.97,1,1,0.25,3.23,2.95,2.86,17.8,1,124.8515784,0
959,8,2,42.6,1.59,10.98,1550.17,0,1.98,0.55,5,2.38,19,809.4,408.1,1142.07,401.3,2.92,0.94,0.98,1,1,0.25,3.23,2.92,2.85,17.77,1,123.898105,0
960,8,2,42.67,1.59,10.95,1585.39,0,1.98,0.55,5,2.38,19,810.83,408.83,1176.56,401.99,2.92,0.93,1,1,1,0.25,3.23,2.92,2.91,17.76,1,123.898105,0
961,8,2,42.8,1.59,10.91,1585.3,0,1.99,0.55,5,2.38,19,813.2,410.06,1175.24,403.14,2.93,0.93,1,1,1,0.25,3.23,2.93,2.92,17.78,1,124.2162004,0
962,8,2,43,1.62,11.11,1608.55,0,2.02,0.55,5,2.37,19,817,412.02,1196.53,404.98,2.98,0.92,0.98,1,1,0.25,3.22,2.98,2.93,17.84,1,124.2194847,0
963,8,2,43.15,1.63,11.08,1603.74,0,2.03,0.55,5,2.37,19,819.85,413.49,1190.25,406.36,2.97,0.92,0.98,1,1,0.25,3.22,2.97,2.92,17.84,1,123.9067204,0
964,8,2,43.55,1.66,11.3,1605.43,0,2.07,0.54,5,2.36,19,827.45,417.42,1188.01,410.03,3.04,0.9,0.96,1,1,0.24,3.21,3.04,2.92,17.93,1,124.5038304,0
965,8,2,43.73,1.64,10.99,1638.37,0,2.06,0.54,5,2.36,19,830.77,419.13,1219.24,411.64,2.98,0.9,1,1,1,0.24,3.22,2.98,2.98,17.85,1,124.2194847,0
966,8,2,43.85,1.64,10.94,1621.49,0,2.07,0.53,5,2.36,19,833.15,420.36,1201.13,412.79,3,0.88,0.97,1,1,0.24,3.21,3,2.91,17.9,1,123.2731422,0
967,8,2,43.9,1.77,10.95,1609.76,0,2.23,0.49,5,2.31,19,834.1,420.85,1188.91,413.25,3.39,0.78,0.85,1,1,0.24,3.14,3.39,2.88,18.43,1,123.6452107,0
968,8,2,44.02,1.62,11.26,1591.87,0,2.72,0.42,5,2.21,19,836.48,422.08,1169.79,414.4,4.54,0.61,0.62,1,1,0.24,2.99,4.54,2.83,19.97,1,127.2973653,0
969,8,2,45.7,1.82,12.14,1748.14,0,2.26,0.54,5,2.32,19,868.3,438.51,1309.63,429.79,3.23,0.87,0.95,1,1,0.23,3.18,3.23,3.06,18.17,1,125.4380855,0
970,8,2,45.77,1.83,11.83,1775.71,0,2.27,0.52,5,2.32,19,869.73,439.24,1336.47,430.48,3.24,0.85,0.96,1,1,0.23,3.17,3.24,3.1,18.2,1,124.1470153,0
971,8,2,45.93,1.73,11.82,1714.65,0,2.17,0.55,5,2.35,19,872.59,440.72,1273.93,431.87,3,0.92,0.99,1,1,0.23,3.22,3,2.96,17.86,1,124.8442275,0
972,8,2,46.1,1.88,13.73,1685.09,0,2.3,0.61,5,2.34,19,875.92,442.44,1242.65,433.48,3.29,0.98,0.88,3,1,0.23,3.19,3.29,2.89,18.15,1,128.8025463,0
973,11,2,0.17,0.14,10,0.61,0,0.14,7.33,2,3.94,19,3.33,0,0.61,3.33,40.04,7.51,0,2,1,2,3.7,2.66,0.19,14.07,2,209.5022795,0
974,11,2,0.28,0.14,10,0.88,0,0.14,7.13,2,3.92,19,5.22,0,0.88,5.22,25.84,7.41,0.01,2,1,2,3.69,2.7,0.17,14.11,2,209.1945415,0
975,11,2,0.75,0.13,10.02,2.94,0,0.27,3.83,3,3.55,19,14.25,0,2.94,14.25,17.6,4.05,0.01,3,1,2,3.32,5.02,0.24,16.63,2,208.4756387,0
976,11,2,0.88,3.08,12.94,-23.94,0,2.15,0.58,5,2.36,19,16.63,0,-23.94,16.63,128.59,0.59,-0.01,5,0.65,2,2.09,42.76,-0.95,55.42,6,218.9302624,0
977,11,2,0.9,2.8,14.08,-27.43,0,2.41,0.54,5,2.3,19,17.1,0,-27.43,17.1,139.89,0.55,-0.01,6,0.63,2,2.03,47.84,-1.23,60.1,6,220.7348489,0
978,11,2,1.05,1.02,10.66,-19.23,0,1.05,1.04,4,2.75,19,19.95,0.49,-19.72,19.46,53.14,1.06,-0.02,5,0.81,2,2.49,20.68,-0.84,33.39,6,210.7125613,0
979,11,2,1.07,0.9,10.64,-13.83,0,0.92,1.16,4,2.82,19,20.43,0.74,-14.57,19.69,45.64,1.19,-0.01,4,0.84,2,2.57,17.97,-0.64,30.62,4,209.8643077,0
980,11,2,1.2,0.89,10.89,31.29,0,1.08,1,4,2.73,19,22.8,1.96,29.33,20.84,50.56,1.02,0.03,5,0.8,2,2.47,21.07,1.54,33.93,6,208.3415673,0
981,11,2,1.85,0.19,10,95.45,0,0.23,4.44,3,3.64,19,35.15,8.34,87.11,26.81,7.09,5.27,0.44,3,1,2,3.48,3.8,3.09,15.33,2,207.188298,0
982,11,2,2.2,0.41,10.19,183.55,0,0.5,2.04,3,3.17,19,41.8,11.77,171.78,30.03,15.34,2.22,0.37,3,0.99,2,2.96,9.21,5.74,21.24,2,208.3158178,0
983,11,2,2.3,0.53,10.31,199.34,0,0.59,1.76,3,3.08,19,43.7,12.75,186.59,30.95,17.59,1.9,0.33,4,0.95,2,2.86,10.89,5.8,23.04,4,208.1126288,0
984,11,2,2.83,1.03,10.77,190.51,0,0.94,1.16,4,2.81,19,53.67,17.9,172.61,35.77,24.68,1.23,0.16,4,0.85,2,2.58,17.66,4.04,30.18,4,209.7831246,0
985,11,2,3.17,1.86,12.96,47.35,0,1.88,0.66,5,2.44,19,60.33,21.34,26.01,38.99,46.63,0.69,0.01,5,0.71,1.94,2.19,35.34,0.67,48.12,6,215.3909413,0
986,11,2,3.23,1.83,11.78,47.77,0,1.85,0.65,5,2.44,19,61.27,21.83,25.94,39.45,45.44,0.67,0.02,5,0.71,1.93,2.2,34.61,0.7,47.84,6,214.7478007,0
987,11,2,3.38,1.5,12.09,61.12,0,1.53,0.79,5,2.55,19,64.13,23.3,37.82,40.83,35.99,0.83,0.03,5,0.75,1.96,2.31,28.79,0.95,41.35,6,215.0100568,0
988,11,2,3.5,2.61,14.21,79.22,0,2.66,0.55,5,2.26,19,66.5,24.52,54.7,41.98,61.8,0.56,0.02,6,0.65,1.76,2.05,45.73,1.36,58.21,6,218.8660632,0
989,11,2,3.55,3.79,16.87,84.86,0,3.67,0.46,5,2.11,19,67.45,25.02,59.84,42.43,84.8,0.47,0.02,6,0.6,1.67,1.91,60.16,1.46,71.27,7,225.1688947,0
990,11,2,3.58,4.19,18.75,91.33,0,4.03,0.46,6,2.07,19,67.92,25.26,66.07,42.66,92.88,0.47,0.02,6,0.59,1.65,1.88,65.32,1.52,74.89,7,230.5749681,0
991,11,2,4.55,7.23,29,50.26,0,7.29,0.4,6,1.81,19,86.45,34.83,15.43,51.62,139.5,0.41,0,6,0.52,1.41,1.68,101.36,0.32,99.86,7,248.8441736,0
992,11,2,4.67,7.79,36.4,53.76,0,7.77,0.46,6,1.81,19,88.83,36.05,17.71,52.77,145.46,0.46,0,6,0.52,1.39,1.69,107.03,0.33,98.05,7,262.5165386,0
993,11,2,4.78,7.57,32.04,57.98,0,7.63,0.43,6,1.81,19,90.72,37.03,20.95,53.69,140.5,0.43,0,6,0.52,1.38,1.69,104.16,0.38,99.2,7,257.2191233,0
994,11,2,4.95,7.73,31.2,58.86,0,7.5,0.4,6,1.8,19,94.05,38.75,20.11,55.3,133.97,0.41,0,6,0.52,1.36,1.69,100.77,0.35,99.77,7,250.9146213,0
995,11,2,5.2,6.9,30.9,59.74,0,6.94,0.44,6,1.85,19,98.8,41.2,18.54,57.6,118.69,0.44,0,6,0.54,1.35,1.74,92.12,0.33,92.03,7,249.9153733,0
996,11,2,5.25,7.02,30.7,62.49,0,7.03,0.44,6,1.84,19,99.75,41.69,20.8,58.06,119.43,0.44,0,6,0.54,1.34,1.73,92.96,0.34,92.67,7,248.4560701,0
997,11,2,5.47,8.12,34.8,62.1,0,7.83,0.43,6,1.8,19,104.03,43.9,18.2,60.13,128.56,0.44,0,6,0.53,1.31,1.7,101.11,0.29,97.02,7,254.7552297,0
998,11,2,5.72,8.21,41.7,69.75,0,8.42,0.49,6,1.8,19,108.78,46.35,23.4,62.42,133.2,0.5,0,6,0.53,1.28,1.71,106.83,0.39,94.93,7,268.873157,0
