No,ID,Depth_m,qc_MPa,fs_kPa,u_kPa,Other,qt_MPa,Rf_p,SBT,Ic,gamma_kNm3,sv_kPa,u0_kPa,du_kPa,slv0_kPa,Qt1,Fr_p,Bq,SBTn,n,Cn,Icn,Qtn,U2,IB,MSBTn,KG,EST
4526,50,18.82,18.68,209,118.4,18.7,19.01,1.11,6,1.74,20.27,355.56,125.81,-7.41,229.75,81.2,1.13,0,6,0.7,0.56,1.93,104.12,-0.01,60.78,7,371.7733823,1
4527,50,19,18.03,248.1,127.8,18.06,18.13,1.36,6,1.82,20.43,359.12,127.53,0.27,231.59,76.73,1.38,0,6,0.73,0.54,2.02,95.91,0,52.27,7,394.8573342,1
4528,50,19.15,21.66,270.1,128.7,21.69,21.75,1.24,6,1.74,20.6,362.2,129,-0.3,233.2,91.7,1.26,0,6,0.7,0.55,1.92,118.3,0,58.62,7,410.5629008,1
4529,50,19.32,21.22,316.4,132.6,21.25,21.22,1.48,6,1.8,20.77,365.84,130.72,1.88,235.12,88.71,1.5,0,6,0.73,0.54,1.99,112.05,0.01,51.22,7,434.2794874,1
4530,50,20.02,27.6,257.4,136.8,27.63,27.56,0.93,6,1.58,20.64,380.33,137.59,-0.79,242.74,111.96,0.94,0,6,0.64,0.57,1.75,154.12,0,76.14,7,404.4621327,1
4531,50,20.1,21.08,211.7,136.3,21.11,21.31,1,6,1.67,20.33,381.86,138.32,-2.02,243.54,85.92,1.02,0,6,0.69,0.54,1.87,113.66,-0.01,66.63,7,369.0770509,1
4532,50,20.25,18.13,161.9,139.8,18.16,18.16,0.89,6,1.69,19.95,384.87,139.79,0.01,245.08,72.53,0.91,0,6,0.7,0.54,1.9,95.12,0,67.09,7,329.1703472,0
4533,50,20.4,18.54,145.2,146.3,18.57,18.57,0.78,6,1.64,19.84,387.85,141.26,5.04,246.59,73.72,0.8,0,6,0.68,0.54,1.86,98.31,0.02,72.78,7,318.9803015,0
4534,50,21.02,21.34,154.4,147.8,21.37,21.36,0.73,6,1.58,19.97,400.32,147.4,0.4,252.93,82.87,0.74,0,6,0.66,0.54,1.78,113.92,0,80.24,7,324.042498,0
4535,50,21.05,21.55,152.1,148.4,21.58,21.67,0.7,6,1.56,19.95,400.82,147.64,0.76,253.18,84.01,0.72,0,6,0.65,0.55,1.77,116.15,0,82.35,7,324.3256035,0
4536,50,21.45,14.22,106.6,153.4,14.25,14.38,0.74,6,1.71,19.39,408.81,151.56,1.84,257.25,54.33,0.77,0,6,0.73,0.5,1.96,70.31,0.01,64.83,7,275.1785367,0
4537,50,21.63,13.53,97.4,160.5,13.56,13.57,0.72,6,1.72,19.25,412.17,153.28,7.22,258.88,50.83,0.74,0,6,0.73,0.5,1.98,65.44,0.03,63.74,7,265.513817,0
4538,50,21.73,15.51,110.3,163.7,15.54,15.49,0.7,6,1.67,19.43,414.1,154.26,9.44,259.84,58.02,0.72,0,6,0.71,0.51,1.92,76.47,0.04,69.24,7,279.167619,0
4539,50,22,17.32,125.9,161.2,17.35,17.45,0.72,6,1.64,19.64,419.47,156.96,4.24,262.51,64.86,0.73,0,6,0.7,0.51,1.88,86.91,0.01,72.49,7,295.2689096,0
4540,50,22.02,17.85,127.6,160.5,17.88,18.02,0.7,6,1.62,19.67,419.96,157.21,3.29,262.75,66.99,0.72,0,6,0.69,0.51,1.86,90.37,0.02,74.23,7,296.8906332,0
4541,50,22.27,41.56,355.6,178.1,41.6,41.63,0.85,6,1.43,21.17,425.06,159.66,18.44,265.41,155.26,0.86,0,6,0.59,0.56,1.6,231.09,0.07,89.64,7,464.869065,1
4542,50,22.4,44.13,407.9,183,44.17,44.14,0.93,6,1.45,21.36,427.73,160.88,22.12,266.85,163.8,0.94,0,6,0.6,0.56,1.61,243.15,0.08,85.11,7,493.4928652,1
4543,50,22.55,46.91,431.4,187.4,46.95,46.83,0.93,6,1.43,21.45,430.94,162.36,25.04,268.58,172.75,0.94,0,6,0.59,0.56,1.59,258.61,0.1,86.11,7,506.0404189,1
4544,50,22.98,37.31,325.3,171.4,37.34,37.72,0.86,6,1.46,21.03,439.98,166.52,4.88,273.45,136.34,0.87,0,6,0.61,0.54,1.64,201.03,0.02,86.21,7,437.581398,1
4545,50,23.43,19.89,115,176.8,19.93,19.9,0.58,6,1.54,19.6,449.05,170.94,5.86,278.11,69.94,0.6,0,6,0.67,0.5,1.78,98.12,0.02,84.09,7,284.3466725,0
4546,50,23.48,19.56,120.8,180.6,19.6,19.47,0.61,6,1.55,19.61,450.03,171.43,9.17,278.6,68.28,0.62,0,6,0.68,0.5,1.8,95.07,0.03,81.51,7,284.960155,0
4547,50,23.55,16.9,96.4,181.5,16.94,17.09,0.57,6,1.58,19.35,451.49,172.17,9.33,279.32,59.57,0.59,0,6,0.69,0.49,1.85,81.57,0.03,77.57,7,267.0562463,0
4548,50,23.73,15.49,63.9,186.6,15.53,15.45,0.41,6,1.53,18.81,454.82,173.88,12.72,280.93,53.39,0.42,0,6,0.68,0.49,1.81,74.23,0.04,83.05,7,229.9308873,0
4549,50,24.3,46.89,407.9,210.9,46.93,46.93,0.87,6,1.41,21.38,466.45,179.52,31.38,286.93,161.92,0.88,0,6,0.6,0.53,1.58,247.4,0.1,89.74,7,481.7607304,1
4550,50,24.43,48.54,428.3,209.4,48.58,48.24,0.89,6,1.41,21.44,469.13,180.75,28.65,288.38,165.66,0.9,0,6,0.6,0.53,1.58,253.47,0.1,88.73,7,491.9756735,1
4551,51,0.88,2.25,19.3,-4.2,2.25,2.22,0.78,5,2.4,16.58,14.63,0,-4.2,14.63,150.93,0.79,0,6,0.61,3.22,1.97,71.14,-0.28,64.31,7,240.4051938,0
4552,51,1.13,1.43,14.3,-1.7,1.43,1.44,1,4,2.62,16.2,18.7,0,-1.7,18.7,75.97,1.02,0,5,0.69,3.2,2.19,45.51,-0.08,47.71,7,222.0082255,0
4553,51,1.3,1.92,16.2,-1.3,1.92,1.93,0.84,5,2.47,16.44,21.55,0,-1.3,21.55,88.54,0.85,0,5,0.66,2.75,2.09,52.48,-0.06,54.54,7,220.8874834,0
4554,51,1.55,2,19.2,-1.2,2,1.99,0.95,5,2.49,16.64,25.72,0,-1.2,25.72,76.25,0.97,0,5,0.68,2.52,2.15,49.45,-0.05,50.45,7,230.7023233,0
4555,51,1.65,1.69,16.4,-0.9,1.69,1.74,0.95,5,2.53,16.43,27.36,0,-0.9,27.36,62.71,0.96,0,5,0.7,2.48,2.2,42.62,-0.04,47.37,7,217.0808792,0
4556,51,1.85,2.43,23,-0.6,2.43,2.42,0.94,5,2.41,16.91,30.7,0,-0.6,30.7,77.71,0.95,0,5,0.67,2.21,2.12,52.7,-0.02,52.25,7,236.7420987,0
4557,51,1.98,2.57,21.7,-0.1,2.57,2.46,0.88,5,2.39,16.87,32.81,0,-0.1,32.81,73.88,0.89,0,5,0.67,2.11,2.11,51.19,-0.01,52.86,7,228.1801462,0
4558,51,2.35,4.81,40.4,-0.1,4.81,4.82,0.83,5,2.12,17.83,39.36,0,-0.1,39.36,121.53,0.84,0,6,0.6,1.75,1.92,83.8,0,67,7,274.3836831,0
4559,51,2.38,4.94,43.2,0.3,4.94,4.91,0.88,5,2.13,17.93,39.81,0,0.3,39.81,122.41,0.88,0,6,0.61,1.75,1.93,85.09,0,65.52,7,282.6591877,0
4560,51,2.42,4.91,46.9,0.2,4.91,4.9,0.95,5,2.15,18.01,40.71,0,0.2,40.71,119.27,0.96,0,6,0.61,1.74,1.96,84.39,0,62.56,7,293.0932909,0
4561,51,2.48,4.62,46.5,0.4,4.62,4.6,1.01,5,2.19,17.99,41.61,0,0.4,41.61,109.62,1.02,0,6,0.63,1.74,1.99,79.26,0.01,59.17,7,290.1320046,0
4562,51,2.55,4.01,46.4,0.7,4.01,4.03,1.15,5,2.27,17.94,42.96,0,0.7,42.96,92.89,1.16,0,5,0.66,1.75,2.07,69.75,0.01,52.76,7,290.9072347,0
4563,51,2.7,3.81,47.5,0.2,3.81,3.79,1.26,5,2.31,17.94,45.65,0,0.2,45.65,82.02,1.27,0,5,0.68,1.71,2.13,63.95,0.01,48.9,7,294.0876416,0
4564,51,3.02,3.38,31.3,-1,3.38,3.36,0.96,5,2.29,17.44,51.4,0,-1,51.4,64.3,0.97,0,5,0.69,1.58,2.13,52.18,-0.04,51.52,7,245.4417625,0
4565,51,3.27,2.55,25.7,-12.1,2.55,2.57,1.03,5,2.41,17.12,55.76,0,-12.1,55.76,45.06,1.05,0,5,0.74,1.54,2.26,38.64,-0.18,43.96,7,226.7542956,0
4566,51,3.5,2.35,25.9,-15.8,2.35,2.33,1.22,5,2.48,17.16,59.62,0,-15.8,59.62,38.09,1.25,-0.01,5,0.77,1.49,2.35,33.88,-0.24,39.01,7,230.8068846,0
4567,51,3.6,1.48,38.6,-16.7,1.48,1.57,2.38,4,2.78,17.33,61.36,0,-16.7,61.36,24.58,2.48,-0.01,4,0.89,1.55,2.65,23.31,-0.27,26.07,5,257.4715172,0
4568,51,3.8,1.82,30.2,-27.2,1.81,1.73,1.63,4,2.66,17.05,64.74,0,-27.2,64.74,25.8,1.7,-0.02,4,0.85,1.45,2.54,24.18,-0.39,30.79,4,226.5116429,0
4569,51,4.03,0.73,31.7,11.2,0.73,0.66,4.58,3,3.26,16.75,68.51,0,11.2,68.51,8.62,5.11,0.02,3,1,1.46,3.18,8.62,0.17,16.32,2,230.8974757,0
4570,51,4.05,0.72,30.2,11.9,0.72,0.72,4.18,3,3.2,16.77,68.92,0,11.9,68.92,9.38,4.63,0.02,3,1,1.45,3.13,9.38,0.17,17.09,2,231.1847144,0
4571,51,4.15,0.77,26.3,15.3,0.77,0.89,3.03,3,3.05,16.73,70.6,0,15.3,70.6,11.6,3.3,0.02,3,1,1.42,2.97,11.6,0.22,19.96,2,220.858113,0
4572,51,4.22,2.15,27.2,-3,2.15,2.03,1.3,4,2.55,17.02,71.87,0,-3,71.87,27.2,1.35,0,5,0.82,1.31,2.46,25.67,0.02,34.11,6,213.6991927,0
4573,51,4.38,0.97,35.2,-39.2,0.96,1.03,3.52,3,3.03,17.12,74.43,0,-39.2,74.43,12.78,3.8,-0.04,3,1,1.34,2.97,12.78,-0.52,19.22,2,243.0389191,0
4574,51,4.6,1.19,31.7,-48.1,1.18,1.25,2.45,4,2.87,17.01,78.23,0,-48.1,78.23,14.98,2.62,-0.04,4,0.96,1.27,2.82,14.85,-0.62,22.83,4,223.4977103,0
4575,51,4.8,0.84,20.9,-41.8,0.83,0.79,2.29,3,3.02,16.24,81.46,0,-41.8,81.46,8.76,2.56,-0.06,3,1,1.23,3.01,8.76,-0.52,20.31,2,182.6997819,0
4576,51,5.15,1.3,24.5,-34.9,1.29,1.29,1.62,4,2.77,16.58,87.18,0,-34.9,87.18,13.76,1.74,-0.03,4,0.94,1.14,2.75,13.65,-0.39,25.22,4,187.1578033,0
4577,51,5.58,0.68,28.9,-23.7,0.68,0.72,3.9,3,3.18,16.7,94.34,0,-23.7,94.34,6.62,4.49,-0.04,3,1,1.06,3.24,6.62,-0.25,16.66,2,203.7670169,0
4578,51,5.75,0.71,24.3,-14.6,0.71,0.7,3.51,3,3.17,16.54,97.25,0,-14.6,97.25,6.24,4.07,-0.02,3,1,1.03,3.24,6.24,-0.15,17.02,2,193.0624761,0
4579,51,5.88,0.77,21.9,-10.4,0.77,0.78,2.93,3,3.09,16.49,99.3,0,-10.4,99.3,6.83,3.36,-0.02,3,1,1.01,3.16,6.83,-0.1,18.11,2,186.127313,0
4580,51,6.08,1.12,46.1,-11.4,1.12,1.16,3.77,3,3.01,17.39,102.71,0,-11.4,102.71,10.31,4.14,-0.01,3,1,0.97,3.07,10.31,-0.11,18.02,2,238.5159933,0
4581,51,6.13,1.24,39.7,-4.8,1.24,1.38,2.88,3,2.88,17.34,103.58,0,-4.8,103.58,12.28,3.12,0,3,1,0.97,2.93,12.28,-0.06,20.57,2,227.1024359,0
4582,51,6.17,3.62,37.7,-4.9,3.62,3.38,1.09,5,2.32,17.61,104.45,0,-4.9,104.45,31.37,1.13,0,5,0.8,0.97,2.34,31.65,-0.09,39.42,6,222.2355673,0
4583,51,6.28,4.91,52.2,-25.4,4.9,4.88,1.06,5,2.18,18.13,106.25,0,-25.4,106.25,44.94,1.08,-0.01,5,0.74,0.96,2.2,45.65,-0.24,46.65,7,252.2042001,0
4584,51,6.47,3.63,57,-14.9,3.63,3.65,1.57,5,2.38,18.14,109.9,0,-14.9,109.9,32.25,1.62,0,5,0.83,0.92,2.42,32.78,-0.13,34.75,7,260.086565,0
4585,51,7.25,4.5,57.4,-31.4,4.49,4.55,1.28,5,2.25,18.25,123.58,0,-31.4,123.58,35.85,1.32,-0.01,5,0.8,0.84,2.32,37.42,-0.25,39.74,7,254.603653,0
4586,51,7.33,3.77,69.2,-26.6,3.76,3.7,1.88,5,2.42,18.37,124.95,0,-26.6,124.95,28.65,1.95,-0.01,4,0.87,0.82,2.51,29.51,-0.21,31,5,272.8098129,0
4587,51,7.65,2.98,38,-6.8,2.98,2.99,1.32,5,2.41,17.63,130.62,0,-6.8,130.62,21.86,1.38,0,5,0.87,0.79,2.51,22.61,-0.05,32.24,6,214.4132691,0
4588,51,8.4,5.68,54.9,11.6,5.68,5.71,0.94,5,2.09,18.24,143.13,3.92,7.68,139.21,40.01,0.96,0,5,0.76,0.78,2.19,43.38,0.06,47.74,7,241.1381469,0
4589,51,8.7,3.9,32.1,-14.1,3.9,3.74,0.91,5,2.24,17.55,148.6,6.87,-20.97,141.73,25.36,0.95,-0.01,5,0.82,0.75,2.36,26.99,-0.18,38.7,6,201.5826771,0
4590,51,8.85,4.95,54.9,-41.8,4.94,4.9,1.1,5,2.19,18.18,151.29,8.34,-50.14,142.95,33.23,1.13,-0.01,5,0.8,0.75,2.3,35.7,-0.35,41.38,7,238.7090945,0
4591,51,9.03,4.92,77.4,-19.4,4.92,4.75,1.58,5,2.29,18.55,154.48,10.06,-29.46,144.42,31.82,1.63,-0.01,5,0.84,0.73,2.41,33.72,-0.2,34.96,7,268.2461594,0
4592,51,9.15,5.35,67.2,-22,5.35,5.27,1.21,5,2.18,18.4,156.78,11.28,-33.28,145.5,35.14,1.25,-0.01,5,0.8,0.74,2.3,37.85,-0.22,40.83,7,252.4301121,0
4593,51,9.68,18.63,187.1,-19.4,18.63,18.62,1,6,1.72,20.12,166.9,16.43,-35.83,150.47,122.61,1.01,0,6,0.61,0.78,1.79,143.85,-0.23,71.42,7,393.8531292,1
4594,51,10.18,9.22,88.7,22.8,9.22,9.1,0.96,6,1.94,18.98,176.55,21.34,1.46,155.22,57.52,0.98,0,6,0.71,0.73,2.05,65.36,0.01,56.12,7,285.7946963,0
4595,51,10.22,8.44,86,22.8,8.44,8.45,1.02,6,1.98,18.93,177.5,21.83,0.97,155.67,53.13,1.04,0,5,0.73,0.72,2.1,59.96,0,52.82,7,284.6562714,0
4596,51,10.68,11.51,109.3,28.7,11.52,11.63,0.95,6,1.85,19.34,186.12,26.24,2.46,159.88,71.57,0.96,0,6,0.68,0.73,1.96,83.26,0.02,62.06,7,311.5714812,0
4597,51,10.78,11.72,104.5,30.9,11.73,11.74,0.88,6,1.83,19.26,188.05,27.22,3.68,160.83,71.83,0.89,0,6,0.67,0.73,1.94,84.05,0.02,64.87,7,304.6726678,0
4598,51,11.15,15.95,124.2,32.9,15.96,16.15,0.78,6,1.68,19.61,195.26,30.9,2,164.36,97.07,0.78,0,6,0.61,0.74,1.79,117.6,0.01,78.64,7,330.032728,1
4599,51,11.47,19.36,176.6,32.3,19.37,19.5,0.91,6,1.67,20.08,201.78,34.09,-1.79,167.69,115.08,0.92,0,6,0.61,0.73,1.77,140.81,-0.01,75.65,7,377.1488229,1
4600,51,11.72,19.49,146.8,40,19.5,19.78,0.75,6,1.61,19.88,206.79,36.54,3.46,170.25,114.96,0.76,0,6,0.59,0.73,1.71,143.12,0.02,85.76,7,350.3204984,1
4601,51,12.07,24.64,171.4,42.2,24.65,24.29,0.71,6,1.53,20.13,213.76,39.98,2.22,173.78,138.52,0.71,0,6,0.56,0.74,1.63,176.99,0.01,95.43,7,375.90599,1
4602,51,12.4,20.08,151.6,44.2,20.09,20.11,0.76,6,1.61,19.92,220.28,43.16,1.04,177.12,112.27,0.77,0,6,0.59,0.71,1.72,141.56,0.01,84.74,7,352.5889308,1
4603,51,12.7,12.31,77.7,50.2,12.32,12.36,0.64,6,1.72,18.97,226.16,46.11,4.09,180.06,67.41,0.65,0,6,0.65,0.68,1.86,82.8,0.02,75.06,7,268.1414835,0
4604,51,13.43,10.97,67.6,53,10.98,10.95,0.62,6,1.76,18.75,239.72,53.22,-0.22,186.5,57.45,0.63,0,6,0.67,0.66,1.92,70.41,0,70.24,7,253.2217201,0
4605,51,13.5,11.28,71.3,53.6,11.29,11.3,0.63,6,1.75,18.83,241.13,53.95,-0.35,187.17,59.07,0.65,0,6,0.67,0.66,1.91,72.56,0,70.65,7,256.8308564,0
4606,51,13.55,11.94,76.3,55,11.95,12.01,0.64,6,1.73,18.93,242.07,54.45,0.55,187.63,62.74,0.65,0,6,0.66,0.66,1.89,77.53,0,72.62,7,264.5616413,0
4607,51,13.8,18.55,144,58.7,18.56,18.87,0.77,6,1.63,19.84,246.95,56.9,1.8,190.05,97.96,0.78,0,6,0.62,0.67,1.77,125.22,0.01,80.86,7,341.2485909,1
4608,51,14.05,20.49,151.5,61.4,20.5,19.98,0.74,6,1.6,19.88,251.88,59.35,2.05,192.53,102.44,0.75,0,6,0.61,0.67,1.74,132.42,0.01,84.11,7,343.2855256,1
4609,51,14.55,14.51,166.2,-17.4,14.51,14.49,1.15,6,1.84,19.9,261.86,64.26,-81.66,197.61,72,1.17,-0.01,6,0.71,0.62,2,87.72,-0.4,56.6,7,350.7122762,1
4610,51,14.65,16.75,176.9,71.7,16.76,16.69,1.06,6,1.77,20.02,263.86,65.24,6.46,198.63,82.71,1.08,0,6,0.68,0.63,1.92,102.91,-0.02,62.43,7,359.4025723,1
4611,51,14.7,16.48,172.7,64.5,16.49,16.65,1.04,6,1.76,19.99,264.86,65.73,-1.23,199.13,82.3,1.05,0,6,0.68,0.63,1.92,102.61,0,63.28,7,358.0791089,1
4612,51,14.97,12.15,83.4,70.4,12.16,12.11,0.68,6,1.75,19.02,270.19,68.42,1.98,201.76,58.67,0.7,0,6,0.68,0.62,1.93,73.21,0.01,68.81,7,267.8627,0
4613,51,15.3,18.33,156.9,70.9,18.34,18.38,0.84,6,1.67,19.9,276.47,71.61,-0.71,204.86,88.38,0.85,0,6,0.65,0.63,1.82,113.86,0,74.31,7,339.5512905,1
4614,51,15.43,14.42,113.4,72.6,14.43,14.49,0.79,6,1.72,19.46,278.93,72.84,-0.24,206.09,68.94,0.8,0,6,0.68,0.61,1.9,87.12,0,69.5,7,300.6112021,0
4615,51,15.75,13.51,104.4,80.2,13.53,13.58,0.76,6,1.74,19.33,285.18,76.03,4.17,209.15,63.56,0.78,0,6,0.69,0.6,1.92,80.08,0.02,67.97,7,287.5072672,0
4616,51,15.82,11.34,94.2,78.3,11.36,11.41,0.76,6,1.8,19.05,286.62,76.76,1.54,209.86,52.98,0.78,0,6,0.71,0.59,1.99,65.47,0.01,62.34,7,266.1954697,0
4617,51,16.2,14.55,110.8,81.8,14.57,14.86,0.76,6,1.71,19.45,293.76,80.44,1.36,213.32,68.27,0.77,0,6,0.68,0.6,1.89,87.24,0.01,70.81,7,296.9820992,0
4618,51,16.6,18.22,174.2,86.1,18.24,18.34,0.96,6,1.71,20.05,301.79,84.37,1.73,217.43,82.98,0.97,0,6,0.68,0.59,1.88,106.74,0.01,67.09,7,351.6686871,1
4619,51,16.77,16.61,154.4,90.6,16.63,16.67,0.93,6,1.73,19.86,305.28,86.08,4.52,219.2,74.66,0.94,0,6,0.69,0.58,1.91,95.4,0.02,65.87,7,332.59403,1
4620,51,16.82,16.87,153,92.7,16.89,16.95,0.86,6,1.7,19.81,306.27,86.57,6.13,219.7,75.74,0.88,0,6,0.68,0.59,1.88,97.61,0.03,69.09,7,324.9220124,0
4621,51,17.05,24.68,198,92.9,24.7,24.26,0.81,6,1.57,20.28,310.75,88.78,4.12,221.97,107.9,0.82,0,6,0.62,0.61,1.73,146.09,0.02,82.3,7,372.2264598,1
4622,51,17.15,29.52,254.9,93.7,29.54,29.33,0.87,6,1.54,20.66,312.8,89.76,3.94,223.04,130.08,0.88,0,6,0.6,0.62,1.68,178.8,0.02,83.22,7,414.1711819,1
4623,51,17.5,9.59,183.2,96.9,9.61,9.66,1.87,5,2.11,19.84,319.92,93.19,3.71,226.73,41.18,1.94,0,5,0.86,0.49,2.35,46.2,0.01,35.25,7,336.7418347,1
4624,51,17.6,18.49,196.4,73.2,18.5,18.31,1.05,6,1.74,20.15,321.93,94.18,-20.98,227.75,78.97,1.07,0,6,0.7,0.56,1.92,101.29,-0.04,62.42,7,357.4570798,1
4625,51,17.7,23.67,224.3,99.5,23.69,23.71,0.94,6,1.62,20.43,323.96,95.16,4.34,228.8,102.2,0.96,0,6,0.65,0.58,1.8,136.68,0.02,73.03,7,389.7813169,1
4626,51,18.1,16.55,208.5,94.4,16.57,16.84,1.26,6,1.82,20.23,332.21,99.08,-4.68,233.13,70.81,1.28,0,6,0.74,0.54,2.02,88.48,-0.02,53.7,7,368.0473055,1
4627,51,18.52,28.82,374.9,69.9,28.83,29.37,1.22,6,1.65,21.05,340.91,103.25,-33.35,237.65,122.14,1.23,0,6,0.66,0.56,1.82,163.82,-0.14,63.89,7,471.847019,1
4628,51,18.7,25.61,304.8,94.2,25.63,25.79,1.19,6,1.68,20.82,344.58,104.97,-10.77,239.61,106.19,1.21,0,6,0.68,0.55,1.85,140.84,-0.05,62.85,7,432.8118689,1
4629,51,19.48,29.21,335.3,100.6,29.23,28.84,1.16,6,1.64,20.96,360.88,112.57,-11.97,248.31,114.68,1.18,0,6,0.67,0.55,1.82,155.3,-0.05,65.47,7,451.3815405,1
4630,51,19.77,21.49,293.8,512.9,21.59,20.41,1.49,6,1.82,20.72,367.18,115.51,397.39,251.67,79.63,1.52,0.01,5,0.75,0.5,2.03,100.31,0.57,49.53,7,419.441935,1
4631,51,20.15,18.17,155.7,114.1,18.19,18.23,0.87,6,1.68,19.92,374.9,119.19,-5.09,255.71,69.81,0.88,0,6,0.7,0.52,1.9,92.17,-0.02,67.42,7,321.0003079,0
4632,51,20.3,16.34,108,123.7,16.36,15.52,0.71,6,1.67,19.45,377.85,120.66,3.04,257.18,58.88,0.73,0,6,0.71,0.51,1.92,77.52,0,69.24,7,282.3279359,0
4633,51,20.6,13.34,77.7,125.6,13.37,13.39,0.58,6,1.67,18.99,383.55,123.61,1.99,259.94,50.03,0.6,0,6,0.72,0.5,1.93,65.61,0.01,69.14,7,246.3351675,0
4634,51,20.85,18.03,85.5,130.5,18.06,18.06,0.49,6,1.52,19.26,388.33,126.06,4.44,262.28,67.36,0.5,0,6,0.65,0.53,1.76,94.27,0.02,88.7,7,264.3688838,0
4635,51,20.98,17.72,103.6,126.4,17.75,17.61,0.58,6,1.57,19.41,390.76,127.28,-0.88,263.47,65.34,0.59,0,6,0.67,0.52,1.81,89.69,0,81.03,7,273.4371241,0
4636,51,21.35,34.14,292.5,132.4,34.17,33.87,0.88,6,1.5,20.9,398.2,130.96,1.44,267.24,125.24,0.89,0,6,0.63,0.54,1.69,180.81,0,82.44,7,427.8948358,1
4637,51,21.45,31.19,292.4,130.5,31.22,31.04,0.95,6,1.55,20.84,400.29,131.94,-1.44,268.35,114.18,0.96,0,6,0.65,0.53,1.74,161.48,0.01,76.17,7,417.6001966,1
4638,51,21.57,30.05,290.9,131,30.08,30.23,0.96,6,1.56,20.81,402.89,133.17,-2.17,269.72,110.6,0.97,0,6,0.65,0.52,1.76,155.78,-0.01,75.07,7,416.3224006,1
4639,51,21.65,32.63,365.3,135.5,32.66,32.56,1.04,6,1.57,21.03,404.46,133.91,1.59,270.56,118.85,1.05,0,6,0.66,0.52,1.76,167.31,0.01,71.96,7,443.8688024,1
4640,51,21.73,38.12,380,139,38.15,37.3,1.03,6,1.53,21.22,406.05,134.64,4.36,271.41,135.95,1.04,0,6,0.64,0.53,1.71,195.29,0.02,75.21,7,472.094899,1
4641,51,22.15,22.41,227.5,138.4,22.44,22.41,1.02,6,1.66,20.42,414.94,138.81,-0.41,276.13,79.67,1.03,0,6,0.71,0.49,1.9,106.77,0,64.7,7,367.4232159,1
4642,51,22.25,21.91,214.8,141.3,21.94,21.99,0.98,6,1.66,20.36,416.98,139.79,1.51,277.18,77.85,1,0,6,0.71,0.48,1.9,104.48,0.01,65.61,7,360.43468,1
4643,51,22.5,21.96,216.8,146.8,21.99,21.98,0.98,6,1.66,20.36,422.07,142.25,4.55,279.82,77.04,1,0,6,0.71,0.48,1.9,103.34,0.02,65.24,7,357.4810632,1
4644,51,22.55,21.94,216.8,148,21.97,21.96,0.98,6,1.66,20.36,423.09,142.74,5.26,280.35,76.83,1,0,6,0.72,0.48,1.9,103.07,0.02,65.23,7,356.7803318,1
4645,51,22.65,22,217.3,150,22.03,22.01,0.99,6,1.66,20.36,425.12,143.72,6.28,281.41,76.72,1.01,0,6,0.72,0.48,1.9,102.91,0.02,65.06,7,356.364867,1
4646,51,23.07,18.35,175.1,147.9,18.38,18.43,0.95,6,1.7,20.04,433.69,147.89,0.01,285.8,62.98,0.97,0,6,0.74,0.46,1.97,82.49,0,61.64,7,324.6927707,0
4647,51,23.18,17.77,166,149.2,17.8,17.9,0.93,6,1.7,19.97,435.69,148.87,0.33,286.82,60.9,0.95,0,6,0.75,0.46,1.97,79.6,0,61.59,7,315.0190301,0
4648,51,23.2,17.97,164.1,149.4,18,17.97,0.92,6,1.7,19.97,436.19,149.11,0.29,287.07,61.07,0.95,0,6,0.75,0.46,1.97,79.88,0,61.76,7,315.8497455,0
4649,51,23.3,17.88,165.7,150.5,17.91,17.89,0.92,6,1.7,19.97,438.18,150.09,0.41,288.09,60.57,0.94,0,6,0.75,0.45,1.97,79.17,0,61.61,7,313.7418643,0
4650,51,23.38,17.6,161.5,151.8,17.63,17.66,0.92,6,1.71,19.94,439.68,150.83,0.97,288.85,59.61,0.94,0,6,0.75,0.45,1.98,77.74,0,61.2,7,312.9554222,0
4651,51,23.57,17.79,163.2,155.5,17.82,17.8,0.92,6,1.7,19.95,443.67,152.79,2.71,290.88,59.68,0.94,0,6,0.75,0.45,1.98,77.95,0.01,61.37,7,313.7465175,0
4652,51,23.63,17.7,159.8,156.7,17.73,17.74,0.9,6,1.7,19.93,444.67,153.28,3.42,291.39,59.35,0.92,0,6,0.75,0.45,1.98,77.64,0.01,61.87,7,312.4966515,0
4653,51,23.68,17.87,154.1,157.5,17.9,17.95,0.87,6,1.68,19.9,445.66,153.77,3.73,291.89,59.97,0.89,0,6,0.74,0.45,1.96,78.99,0.01,63.52,7,308.1811604,0
4654,51,23.93,16.98,151.8,156.2,17.01,17.02,0.89,6,1.71,19.86,450.64,156.22,-0.02,294.42,56.28,0.92,0,6,0.76,0.44,1.99,73.1,0,60.58,7,301.4332813,0
4655,51,23.98,16.61,145.8,156.6,16.64,16.47,0.88,6,1.72,19.79,451.63,156.71,-0.11,294.92,54.33,0.91,0,6,0.76,0.44,2,70.28,0,60.07,7,295.3544599,0
4656,51,24.13,9.41,95.3,155.6,9.44,9.69,0.99,6,1.92,19.11,454.55,158.19,-2.59,296.36,31.16,1.04,0,5,0.87,0.39,2.28,36,-0.01,42.78,7,246.1849428,0
4657,51,24.2,7.29,79,157.1,7.32,7.28,1.1,6,2.05,18.79,455.97,158.92,-1.82,297.04,22.99,1.17,0,5,0.93,0.36,2.44,24.79,-0.01,35.12,6,224.0825817,0
